"","req","X","cplx","complexity","author","owner","nuc","form","procedural","location","level","textorder","dependencies","coherence","steps","steps.functional","steps.beyond","steps.mis.variations","steps.mis.main","steps.consistent","sequence.main","sequence.alt","numbering","entities","actors","actors_explicit","totalinteractions","interactions","pureinteractions","consecutive","month","lambda","s2"
"375","req435",435,"High Complexity",3,"author10","owner3",1,"description",1,"default","Business",1,1,0.393632325576618,12,11,2,1,0,2,1,1,1,1,1,1,14,14,4,8,2020-06-01,140,150
"376","req436",436,"Low Complexity",1,"author20","owner2",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2023-06-01,65,66
"377","req437",437,"Medium Complexity",2,"author1","owner6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-01,85,75
"378","req438",438,"High Complexity",3,"author10","owner8",4,"description",1,"Business Background","User",1,0.75,0.620870037644636,8.75,6,1.5,1.5,0.5,0.5,1,1,1,0.75,0.5,0,50,12.5,6.75,6,2022-01-01,150,164
"379","req439",439,"High Complexity",3,"author6","owner5",1,"description",1,"default","Business",1,1,0.450453364290297,5,3,1,0,0,2,1,1,1,0,0,0,3,3,1,2,2021-08-01,130,147
"380","req44",44,"High Complexity",3,"author12","owner10",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2022-08-01,120,111
"381","req440",440,"Medium Complexity",2,"author19","owner2",1,"description",1,"Solution Proposal","(no level)",1,1,0.76380316214636,6,4,0,3,1,0,1,1,1,1,0,0,5,5,0,3,2022-11-01,90,101
"382","req441",441,"Low Complexity",1,"author15","owner5",1,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2024-09-01,60,54
"383","req442",442,"Low Complexity",1,"author17","owner9",2,"description",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2022-02-01,65,77
"384","req443",443,"Low Complexity",1,"author21","owner6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-01,55,59
"385","req444",444,"Low Complexity",1,"author16","owner1",1,"description",1,"Solution Proposal","System",1,1,0.406629746546969,6,5,5,0,0,1,1,1,1,1,0,0,8,8,4,4,2022-04-01,110,126
"386","req445",445,"Low Complexity",1,"author24","owner3",3,"description",1,"default","System",1,0.666666666666667,0.608741761107619,7,6.33333333333333,1,1.33333333333333,0,1.66666666666667,1,1,1,0.333333333333333,0,0,26,8.66666666666667,2,5.33333333333333,2023-11-01,80,71
"387","req446",446,"High Complexity",3,"author6","owner10",2,"description",1,"Solution Proposal","System",1,0.5,0.76944052579347,5.5,3.5,0.5,1,0.5,1,1,1,1,1.5,0.5,0,15,7.5,2,6.5,2020-08-01,130,139
"388","req447",447,"Medium Complexity",2,"author17","owner2",1,"description",1,"Solution Proposal","System",1,1,0.481675671413541,8,6,2,4,0,0,1,1,1,1,1,1,8,8,2,7,2021-01-01,110,99
"389","req448",448,"High Complexity",3,"author24","owner1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-01-01,115,115
"390","req449",449,"High Complexity",3,"author12","owner3",2,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2020-01-01,125,112
"391","req45",45,"Low Complexity",1,"author11","owner3",1,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2024-08-01,60,55
"392","req450",450,"Medium Complexity",2,"author12","owner8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-01,85,71
"393","req451",451,"High Complexity",3,"author6","owner3",2,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2024-06-01,125,141
"394","req452",452,"Low Complexity",1,"author17","owner7",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2021-05-01,65,58
"395","req453",453,"Medium Complexity",2,"author2","owner10",3,"description",1,"Solution Proposal","Business",1,0.666666666666667,0.614448079839349,9,6.66666666666667,1,1,1,1,1,1,1,0.333333333333333,0,0,26,8.66666666666667,2.66666666666667,6,2020-07-01,110,116
"396","req454",454,"High Complexity",3,"author10","owner4",2,"description",1,"Business Background","User",1,1,0.891764897736721,8,5,0.5,1,0,0.5,1,0.5,1,0.5,0.5,0,19,9.5,3.5,5.5,2023-03-01,130,129
"397","req455",455,"Low Complexity",1,"author4","owner10",2,"description",1,"Business Background","System",1,1,0.574964429135434,6.5,5,1,1,0.5,1,1,1,1,1.5,0.5,0,14,7,3.5,5,2020-10-01,75,86
"398","req456",456,"High Complexity",3,"author27","owner9",2,"description",1,"Business Requirements","(no level)",1,1,0.871715357294306,7,6,0,1.5,1.5,0,1,1,1,0,0,0,16,8,3.5,3.5,2023-09-01,125,120
"399","req457",457,"Medium Complexity",2,"author20","owner4",3,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2024-12-01,100,88
"400","req458",458,"High Complexity",3,"author9","owner10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-10-01,115,110
"401","req459",459,"High Complexity",3,"author24","owner9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-02-01,115,117
"402","req46",46,"Medium Complexity",2,"author24","owner1",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2024-01-01,90,109
"403","req460",460,"Medium Complexity",2,"author3","owner6",1,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2024-04-01,90,84
"404","req461",461,"High Complexity",3,"author16","owner1",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2022-04-01,120,112
"405","req462",462,"High Complexity",3,"author21","owner3",3,"description",1,"Business Background","System",0.666666666666667,1,0.186731277033687,10,8.33333333333333,1,1.66666666666667,0.666666666666667,0.666666666666667,1,1,0.666666666666667,1.33333333333333,0.666666666666667,0,37,12.3333333333333,6,7.66666666666667,2021-09-01,140,129
"406","req463",463,"Low Complexity",1,"author18","owner3",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2021-12-01,65,61
"407","req464",464,"High Complexity",3,"author11","owner6",2,"description",1,"Solution Proposal","User",1,0.5,0.738840715377592,9,8,1,1.5,1.5,0.5,1,1,1,0,0,0,21,10.5,3.5,4.5,2021-07-01,135,125
"408","req465",465,"Low Complexity",1,"author11","owner5",1,"description",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2022-07-01,60,55
"409","req466",466,"Medium Complexity",2,"author9","owner4",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2020-06-01,100,123
"410","req467",467,"Low Complexity",1,"author21","owner9",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2023-01-01,70,64
"411","req468",468,"Medium Complexity",2,"author19","owner10",2,"description",1,"Solution Proposal","System",1,1,0.551919970661402,7,5.5,1,2,0,1,1,1,1,0,0,0,17,8.5,2,5,2022-09-01,105,122
"412","req469",469,"High Complexity",3,"author26","owner1",3,"description",1,"Solution Proposal","(no level)",1,0.666666666666667,0.536933215257401,9.33333333333333,7.66666666666667,1,2,0.333333333333333,0.666666666666667,1,1,1,1,0.333333333333333,0,28,9.33333333333333,3.33333333333333,5.66666666666667,2020-07-01,140,135
"413","req47",47,"Low Complexity",1,"author11","owner1",1,"description",1,"Business Requirements","Business",1,1,0.84632186871022,6,4,0,0,2,2,1,1,1,0,0,0,10,10,4,7,2023-06-01,60,69
"414","req470",470,"Medium Complexity",2,"author11","owner1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-12-01,85,93
"415","req471",471,"Low Complexity",1,"author2","owner8",2,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2022-09-01,65,62
"416","req472",472,"Low Complexity",1,"author20","owner8",2,"description",1,"Business Background","System",1,0.5,0.322353883530013,6,5,1,1,0,0,1,1,1,0.5,0.5,0.5,17,8.5,4,5,2020-07-01,75,89
"417","req473",473,"Low Complexity",1,"author2","owner3",2,"description",1,"Business Requirements","(no level)",1,1,0.376451865187846,8,6.5,2,1,1,1,1,1,1,0.5,0,0,20,10,2.5,7.5,2024-12-01,85,86
"418","req474",474,"Medium Complexity",2,"author7","owner6",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2022-09-01,100,87
"419","req475",475,"High Complexity",3,"author20","owner7",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2023-07-01,125,132
"420","req476",476,"High Complexity",3,"author25","owner7",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2021-01-01,120,127
"421","req477",477,"Medium Complexity",2,"author1","owner9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-01,85,96
"422","req478",478,"Medium Complexity",2,"author26","owner9",2,"description",1,"Business Background","(no level)",1,1,0.536124218255282,7.5,5,0.5,1,0.5,0,1,1,1,1.5,0.5,0.5,16,8,5.5,3.5,2024-07-01,100,91
"423","req479",479,"Medium Complexity",2,"author14","owner7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-01,85,76
"424","req48",48,"High Complexity",3,"author17","owner6",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2021-07-01,120,114
"425","req480",480,"High Complexity",3,"author8","owner2",3,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2023-02-01,130,139
"426","req481",481,"Medium Complexity",2,"author6","owner7",3,"description",1,"Business Background","User",1,1,0.561235922699173,7.66666666666667,6.66666666666667,1.33333333333333,2,1,0.666666666666667,1,1,1,0,0,0,31,10.3333333333333,3.66666666666667,6.66666666666667,2024-04-01,113.333333333333,115
"427","req482",482,"Low Complexity",1,"author17","owner2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-01,55,54
"428","req483",483,"High Complexity",3,"author26","owner4",2,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2024-07-01,125,128
"429","req484",484,"High Complexity",3,"author10","owner2",2,"description",1,"Solution Proposal","User",1,1,0.327545464038849,9,7.5,4,2,0,2,1,1,1,0.5,0.5,0.5,26,13,5.5,7.5,2020-11-01,165,162
"430","req485",485,"Low Complexity",1,"author10","owner3",1,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2022-09-01,60,61
"431","req486",486,"Medium Complexity",2,"author25","owner3",1,"description",1,"Business Requirements","Business",1,1,0.169611356221139,7,6,1,0,1,2,1,1,1,1,0,0,9,9,4,5,2021-07-01,100,87
"432","req487",487,"High Complexity",3,"author24","owner4",2,"description",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2021-04-01,125,119
"433","req488",488,"Low Complexity",1,"author27","owner7",2,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2023-11-01,65,64
"434","req489",489,"Low Complexity",1,"author24","owner7",3,"description",1,"default","Business",1,1,0.390518105123192,5.33333333333333,4,1.66666666666667,0,0.333333333333333,0,1,1,1,0.333333333333333,0,0,22,7.33333333333333,2.33333333333333,5,2023-12-01,86.6666666666667,95
"435","req49",49,"High Complexity",3,"author23","owner5",3,"description",1,"Solution Proposal","User",1,1,0.705416915550207,9,6.66666666666667,2.33333333333333,0.333333333333333,0,0.333333333333333,0.666666666666667,1,1,1,0.666666666666667,0.333333333333333,36,12,3.66666666666667,8,2022-11-01,153.333333333333,163
"436","req490",490,"High Complexity",3,"author12","owner9",2,"description",1,"Solution Proposal","System",1,0.5,0.552006728365086,8.5,6.5,1.5,1,0,0.5,1,1,1,0,0,0,17,8.5,2,4.5,2022-11-01,140,148
"437","req491",491,"Medium Complexity",2,"author3","owner4",1,"description",1,"Solution Proposal","Business",1,1,0.00991009501740336,7,6,3,3,0,0,1,1,1,1,1,0,9,9,6,7,2023-04-01,120,116
"438","req492",492,"Low Complexity",1,"author12","owner7",2,"description",1,"Business Requirements","Business",1,1,0.454339054762386,7,6,1,1.5,0.5,0.5,1,1,1,1.5,1,0,15,7.5,3.5,5.5,2020-04-01,75,79
"439","req493",493,"Medium Complexity",2,"author11","owner9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-08-01,85,97
"440","req494",494,"Medium Complexity",2,"author29","owner2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-05-01,85,76
"441","req495",495,"Medium Complexity",2,"author23","owner5",1,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2020-04-01,90,95
"442","req496",496,"Low Complexity",1,"author9","owner4",1,"description",1,"Business Background","System",1,1,0.543132560327649,7,4,1,1,1,0,1,1,1,1,1,0,7,7,3,2,2022-08-01,70,61
"443","req497",497,"Medium Complexity",2,"author19","owner7",1,"description",1,"Business Background","System",1,1,0.195303727639839,9,9,1,1,1,1,1,1,1,0,0,0,11,11,5,9,2020-12-01,100,88
"444","req498",498,"Medium Complexity",2,"author7","owner2",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2020-09-01,95,106
"445","req499",499,"High Complexity",3,"author18","owner1",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2024-11-01,130,128
"446","req5",5,"High Complexity",3,"author30","owner4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-03-01,115,113
"447","req50",50,"Low Complexity",1,"author9","owner7",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2024-07-01,65,72
"448","req500",500,"Medium Complexity",2,"author16","owner5",1,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2020-01-01,90,76
"449","req501",501,"Low Complexity",1,"author2","owner3",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2020-01-01,65,70
"450","req502",502,"High Complexity",3,"author25","owner3",3,"description",1,"Solution Proposal","User",0.666666666666667,1,0.283517411832387,7.66666666666667,6,1,2.33333333333333,0.666666666666667,0.666666666666667,1,1,1,1,0.666666666666667,0,32,10.6666666666667,4.66666666666667,8,2023-05-01,140,155
"451","req503",503,"Medium Complexity",2,"author10","owner10",1,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2021-04-01,90,89
"452","req504",504,"High Complexity",3,"author28","owner4",2,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2021-08-01,125,139
"453","req505",505,"High Complexity",3,"author9","owner2",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2020-10-01,130,134
"454","req506",506,"Medium Complexity",2,"author20","owner6",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2023-10-01,95,95
"455","req507",507,"Medium Complexity",2,"author6","owner1",2,"description",1,"Solution Proposal","Business",1,0.5,0.793538925470785,9,8.5,3.5,1.5,1,0,1,1,1,1,0.5,0,28,14,7,8.5,2022-10-01,130,155
"456","req508",508,"Medium Complexity",2,"author19","owner3",2,"description",1,"Solution Proposal","Business",1,0.5,0.416498872451484,8,6.5,2.5,2,1,0.5,1,1,1,1,1,0.5,19,9.5,6.5,3.5,2022-12-01,120,122
"457","req509",509,"Medium Complexity",2,"author14","owner2",1,"description",1,"Business Requirements","Business",1,1,0.505726729752496,5,4,0,0,1,0,1,1,1,1,0,0,6,6,2,4,2022-05-01,90,80
"458","req51",51,"Medium Complexity",2,"author24","owner3",3,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2022-05-01,100,93
"459","req510",510,"Low Complexity",1,"author18","owner5",2,"description",1,"Solution Proposal","User",0.5,1,0.512012454681098,5.5,5.5,2.5,1,0.5,1,1,1,1,1,0.5,0,16,8,3.5,3.5,2024-06-01,90,88
"460","req511",511,"High Complexity",3,"author2","owner4",2,"description",1,"default","(no level)",1,0.5,0.882898574694991,10,10,2.5,1.5,2,3,1,1,0.5,0.5,0.5,0.5,25,12.5,6.5,7,2024-01-01,150,164
"461","req512",512,"Low Complexity",1,"author7","owner6",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2024-07-01,65,75
"462","req513",513,"Medium Complexity",2,"author8","owner8",2,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2023-11-01,95,111
"463","req514",514,"Medium Complexity",2,"author21","owner8",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2024-02-01,95,96
"464","req515",515,"High Complexity",3,"author10","owner3",3,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2024-09-01,130,124
"465","req516",516,"Medium Complexity",2,"author24","owner4",1,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2022-08-01,90,91
"466","req517",517,"Medium Complexity",2,"author4","owner3",1,"description",1,"Business Background","Business",1,1,0.14198580943048,8,7,1,1,1,1,1,1,1,0,0,0,10,10,2,6,2022-02-01,100,101
"467","req518",518,"High Complexity",3,"author17","owner7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-01,115,100
"468","req519",519,"Low Complexity",1,"author23","owner5",1,"description",1,"Solution Proposal","Business",1,1,0.466482721734792,6,5,2,2,1,1,1,1,1,0,0,0,6,6,3,3,2024-03-01,80,85
"469","req52",52,"Low Complexity",1,"author21","owner10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-01-01,55,52
"470","req520",520,"High Complexity",3,"author20","owner4",2,"description",1,"Solution Proposal","System",1,0,0.770464255008847,10.5,7,0.5,2,0.5,0.5,1,1,1,0,0,0,27,13.5,3.5,7.5,2021-10-01,130,130
"471","req521",521,"High Complexity",3,"author1","owner2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-08-01,115,122
"472","req522",522,"Medium Complexity",2,"author3","owner1",3,"description",1,"Solution Proposal","(no level)",1,1,0.31838304308864,6,5.33333333333333,1.33333333333333,1.33333333333333,1.33333333333333,0.666666666666667,0.666666666666667,1,1,1,0.333333333333333,0.333333333333333,20,6.66666666666667,2.33333333333333,4,2024-09-01,113.333333333333,98
"473","req523",523,"Low Complexity",1,"author21","owner7",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2023-06-01,70,62
"474","req524",524,"Medium Complexity",2,"author25","owner3",1,"description",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2020-11-01,90,88
"475","req525",525,"Medium Complexity",2,"author5","owner9",1,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2022-10-01,90,80
"476","req526",526,"Medium Complexity",2,"author18","owner2",4,"description",1,"Business Background","Business",0.5,1,0.684802302974276,8.5,7.25,1.75,1.75,0.75,0.25,1,1,1,2,1.5,0.25,38,9.5,5.75,5.25,2021-09-01,122.5,117
"477","req527",527,"Medium Complexity",2,"author6","owner2",1,"description",1,"default","System",1,1,0.96962765045464,6,5,0,0,1,3,1,1,1,1,1,0,8,8,4,4,2022-05-01,90,86
"478","req528",528,"High Complexity",3,"author1","owner3",1,"description",1,"Business Requirements","Business",1,1,0.501834906172007,5,4,1,1,2,0,1,1,1,0,0,0,8,8,4,4,2022-09-01,130,121
"479","req529",529,"Low Complexity",1,"author12","owner4",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2021-11-01,65,54
"480","req53",53,"Low Complexity",1,"author23","owner5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-01,55,63
"481","req530",530,"Low Complexity",1,"author17","owner8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-02-01,55,51
"482","req531",531,"Medium Complexity",2,"author1","owner3",2,"description",1,"Solution Proposal","Business",1,1,0.448735607787967,6.5,4.5,1.5,1,0,1,1,1,1,1,0.5,0,19,9.5,4.5,5.5,2023-10-01,110,103
"483","req532",532,"High Complexity",3,"author20","owner10",2,"description",1,"default","Business",1,1,0.30350207106676,8,7,0,2,0,0.5,1,1,1,1,0.5,0,21,10.5,4,5.5,2024-06-01,125,140
"484","req533",533,"High Complexity",3,"author13","owner7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-01,115,117
"485","req534",534,"Low Complexity",1,"author15","owner10",2,"description",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2022-10-01,65,69
"486","req535",535,"Medium Complexity",2,"author21","owner8",2,"description",1,"default","User",1,1,0.288055640296079,7,6,0,0.5,0,0,1,1,1,0.5,0.5,0,19,9.5,4,7.5,2020-08-01,95,92
"487","req536",536,"Medium Complexity",2,"author24","owner1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-01,85,91
"488","req537",537,"Medium Complexity",2,"author22","owner1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-01,85,89
"489","req538",538,"Low Complexity",1,"author7","owner10",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2021-07-01,65,69
"490","req539",539,"High Complexity",3,"author3","owner6",3,"description",1,"Business Background","System",0.666666666666667,0.666666666666667,0.697459722170606,9.66666666666667,6.66666666666667,1,1.33333333333333,0.666666666666667,1.66666666666667,1,1,1,0.666666666666667,0.333333333333333,0,37,12.3333333333333,5,8,2020-05-01,140,146
"491","req54",54,"High Complexity",3,"author13","owner10",3,"description",1,"Solution Proposal","(no level)",1,1,0.337737757712603,6.66666666666667,5,1.66666666666667,0,0.333333333333333,1.33333333333333,1,1,1,1,0.333333333333333,0,23,7.66666666666667,2.33333333333333,4,2023-08-01,146.666666666667,146
"492","req540",540,"Medium Complexity",2,"author8","owner10",3,"description",1,"Business Requirements","System",1,1,0.345457619366546,7,5.33333333333333,0.333333333333333,0.666666666666667,0.666666666666667,1,1,0.666666666666667,1,0.333333333333333,0,0,22,7.33333333333333,2.66666666666667,6,2022-12-01,103.333333333333,128
"493","req541",541,"High Complexity",3,"author1","owner5",2,"description",1,"Solution Proposal","System",1,1,0.49620267667342,8,7,1.5,2,1,0,1,1,0.5,0.5,0,0,16,8,1.5,3,2022-06-01,140,134
"494","req542",542,"Medium Complexity",2,"author1","owner6",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2022-07-01,100,92
"495","req543",543,"High Complexity",3,"author6","owner3",2,"description",1,"Business Requirements","System",1,0.5,0.621043171151541,7,4.5,1,1,0.5,0.5,1,1,1,0.5,0.5,0,17,8.5,3.5,4,2023-06-01,135,125
"496","req544",544,"Medium Complexity",2,"author22","owner10",1,"description",1,"Solution Proposal","(no level)",1,1,0.303923131665215,10,9,3,0,0,0,1,1,0,1,0,0,11,11,4,6,2024-07-01,120,118
"497","req545",545,"Medium Complexity",2,"author12","owner1",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2020-02-01,90,83
"498","req546",546,"Medium Complexity",2,"author18","owner4",4,"description",1,"default","System",1,1,0.536323816981167,7.5,6.5,1.5,0.5,1,1,1,1,1,0.5,0.25,0,37,9.25,3,4.25,2020-12-01,120,119
