"","req","ucid","complexity","Form","Procedural","Fields","Location","Level","Text.Order","Dependencies","Coherent","Steps","Functional.Steps","Whitebox.Steps","Misplaced.Variations","Misplaced.Main","Sequence.Main","Sequence.Alt","Numbering","Consistent.Grammar","entities","actors","actors.explicit","interactions","pureinteractions","consecutive"
"1138","req745","uc3",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1139","req746","uc1",2,"description",TRUE,"title; main scenario; actor; level; solution hints; assumptions; preconditions; additional information; limitations","Business Background","(no level)",TRUE,TRUE,0.178268352057785,10,8,0,1,0,TRUE,TRUE,TRUE,1,1,0,0,13,6,10
"1140","req746","uc2",2,"description",TRUE,"title; main scenario; actor; level; solution hints; assumptions; preconditions; additional information; limitations","default","User",TRUE,TRUE,0.486741227563471,7,4,0,2,2,TRUE,TRUE,TRUE,1,0,0,0,10,2,6
"1141","req748","uc1",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1142","req749","uc1",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1143","req749","uc2",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1144","req75","uc1",3,"description",TRUE,"title; main scenario; additional information; actor; dependencies; postconditions","default","User",TRUE,TRUE,0.480912940809503,10,7,1,0,1,TRUE,TRUE,TRUE,2,1,1,0,12,4,6
"1145","req75","uc2",3,"description",TRUE,"title; main scenario; additional information; actor; dependencies; postconditions","Business Background","User",TRUE,TRUE,0.201462802942842,9,9,1,1,3,TRUE,TRUE,TRUE,0,0,0,0,10,1,6
"1146","req751","uc1",3,"description",TRUE,"title; main scenario; solution hints; actor; extensions; postconditions; assumptions; additional information","default","System",TRUE,TRUE,0.762525824597105,8,6,0,3,1,TRUE,TRUE,TRUE,2,2,1,0,12,4,6
"1147","req753","uc1",2,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1148","req753","uc2",2,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1149","req754","uc1",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1150","req755","uc1",3,"description",TRUE,"title; main scenario; level; dependencies; preconditions; revision history","Business Background","System",TRUE,TRUE,0.476199226919562,6,6,0,1,2,TRUE,TRUE,TRUE,0,0,0,0,5,1,5
"1151","req756","uc1",1,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1152","req756","uc2",1,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1153","req757","uc1",2,"description",TRUE,"title; main scenario; actor; extensions; solution hints; dependencies; limitations; additional information","default","(no level)",TRUE,TRUE,0.626645543146878,8,5,1,1,0,TRUE,TRUE,TRUE,0,1,0,0,7,3,1
"1154","req757","uc2",2,"description",TRUE,"title; main scenario; actor; extensions; solution hints; dependencies; limitations; additional information","Solution Proposal","User",TRUE,TRUE,0.570134074427187,5,5,1,0,2,TRUE,TRUE,TRUE,0,0,0,0,8,2,6
"1155","req758","uc1",3,"description",TRUE,"title; main scenario; dependencies; assumptions; postconditions","default","User",TRUE,TRUE,0.671883076429367,9,7,0,1,0,TRUE,TRUE,TRUE,2,0,0,0,7,3,3
"1156","req759","uc1",2,"description",FALSE,"title; main scenario; actor; revision history; additional information; extensions; dependencies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1157","req759","uc2",2,"description",FALSE,"title; main scenario; actor; revision history; additional information; extensions; dependencies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1158","req759","uc3",2,"description",FALSE,"title; main scenario; actor; revision history; additional information; extensions; dependencies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1159","req759","uc4",2,"description",FALSE,"title; main scenario; actor; revision history; additional information; extensions; dependencies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1160","req76","uc1",3,"description",FALSE,"title; main scenario; dependencies; extensions; postconditions; solution hints",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1161","req760","uc1",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1162","req760","uc2",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1163","req761","uc1",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1164","req762","uc1",2,"description",TRUE,"title; main scenario; dependencies; level; solution hints; limitations; assumptions","Solution Proposal","User",TRUE,TRUE,0.286709843436256,7,7,4,0,1,TRUE,TRUE,TRUE,0,1,0,0,5,1,3
"1165","req763","uc1",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1166","req763","uc2",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1167","req764","uc1",3,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1168","req764","uc2",3,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1169","req764","uc3",3,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1170","req765","uc1",3,"description",TRUE,"title; main scenario; extensions; limitations; actor; dependencies","Business Requirements","(no level)",TRUE,FALSE,0.708887736545876,8,7,2,2,1,TRUE,TRUE,TRUE,3,2,2,0,10,9,3
"1171","req765","uc2",3,"description",TRUE,"title; main scenario; extensions; limitations; actor; dependencies","Solution Proposal","System",TRUE,TRUE,0.795736080035567,7,7,2,1,2,TRUE,TRUE,TRUE,0,2,0,0,10,1,3
"1172","req766","uc1",3,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1173","req767","uc1",1,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1174","req768","uc1",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1175","req769","uc1",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1176","req77","uc1",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1177","req77","uc2",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1178","req77","uc3",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1179","req770","uc1",3,"description",TRUE,"title; main scenario; extensions; postconditions; dependencies; preconditions; additional information","default","Business",TRUE,TRUE,0.353514016605914,7,3,0,0,0,TRUE,TRUE,TRUE,0,3,2,0,8,8,6
"1180","req770","uc2",3,"description",TRUE,"title; main scenario; extensions; postconditions; dependencies; preconditions; additional information","Business Requirements","Business",TRUE,TRUE,0.980506328865886,7,6,2,0,0,TRUE,TRUE,TRUE,1,0,0,0,9,2,7
"1181","req771","uc1",3,"description",TRUE,"title; main scenario; assumptions; postconditions; extensions; level","Solution Proposal","Business",TRUE,FALSE,0.592204318614677,8,3,0,2,1,TRUE,TRUE,TRUE,0,1,0,0,9,4,6
"1182","req771","uc2",3,"description",TRUE,"title; main scenario; assumptions; postconditions; extensions; level","Business Requirements","System",TRUE,TRUE,0.600507192779332,8,7,2,1,0,TRUE,TRUE,TRUE,1,1,1,0,7,1,5
"1183","req771","uc3",3,"description",TRUE,"title; main scenario; assumptions; postconditions; extensions; level","Business Background","User",TRUE,TRUE,0.794169969623908,7,7,1,1,0,TRUE,TRUE,TRUE,1,1,1,0,9,3,7
"1184","req772","uc1",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1185","req773","uc1",2,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1186","req773","uc2",2,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1187","req774","uc1",1,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1188","req774","uc2",1,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1189","req774","uc3",1,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1190","req774","uc4",1,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1191","req775","uc1",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1192","req775","uc2",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1193","req775","uc3",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1194","req776","uc1",2,"description",TRUE,"title; main scenario; solution hints; dependencies; limitations; assumptions","Solution Proposal","User",TRUE,FALSE,0.884741480462253,9,7,0,1,0,TRUE,TRUE,FALSE,0,0,0,0,10,4,5
"1195","req777","uc1",2,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1196","req777","uc2",2,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1197","req779","uc1",2,"description",TRUE,"title; main scenario; level; extensions; revision history; additional information; solution hints; assumptions","Solution Proposal","(no level)",TRUE,TRUE,0.28091276041232,8,7,3,1,0,TRUE,TRUE,TRUE,0,1,1,0,9,5,6
"1198","req779","uc2",2,"description",TRUE,"title; main scenario; level; extensions; revision history; additional information; solution hints; assumptions","Business Background","(no level)",TRUE,TRUE,0.188144006300718,7,6,0,0,0,TRUE,TRUE,TRUE,3,1,0,0,7,2,3
"1199","req78","uc1",3,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1200","req78","uc2",3,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1201","req781","uc1",1,"description",TRUE,"title; main scenario; additional information; postconditions; preconditions; assumptions; level; solution hints; extensions","Solution Proposal","(no level)",TRUE,TRUE,0.53408456617035,7,4,2,0,0,TRUE,TRUE,TRUE,1,1,0,0,7,1,3
"1202","req784","uc1",1,"description",TRUE,"title; main scenario; dependencies; actor; extensions; level; assumptions","Business Background","(no level)",TRUE,TRUE,0.249908783705905,7,6,1,3,0,TRUE,TRUE,TRUE,0,2,2,0,8,5,7
"1203","req785","uc1",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1204","req787","uc1",2,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1205","req787","uc2",2,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1206","req788","uc1",3,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1207","req789","uc1",1,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1208","req789","uc2",1,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1209","req79","uc1",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1210","req79","uc2",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1211","req79","uc3",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1212","req790","uc1",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1213","req791","uc1",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1214","req791","uc2",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1215","req792","uc1",1,"description",TRUE,"title; main scenario; preconditions; postconditions; dependencies; solution hints; assumptions; additional information","default","System",TRUE,TRUE,0.751892495201901,6,6,1,2,1,TRUE,TRUE,TRUE,0,2,0,0,7,2,4
"1216","req793","uc1",1,"description",TRUE,"title; main scenario; dependencies; preconditions; actor; limitations; postconditions; level","Business Requirements","User",TRUE,TRUE,0.32452744897455,6,4,0,1,1,TRUE,TRUE,TRUE,1,0,0,0,8,1,5
"1217","req793","uc2",1,"description",TRUE,"title; main scenario; dependencies; preconditions; actor; limitations; postconditions; level","Business Requirements","(no level)",TRUE,TRUE,0.817823980003595,9,8,0,1,0,TRUE,TRUE,TRUE,1,0,0,0,10,2,4
"1218","req795","uc1",2,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1219","req796","uc1",3,"description",TRUE,"title; main scenario; assumptions; solution hints; postconditions; actor; dependencies; preconditions","Business Requirements","System",TRUE,TRUE,0.736196662997827,11,8,0,0,0,TRUE,TRUE,TRUE,2,1,0,0,7,1,5
"1220","req797","uc1",3,"description",TRUE,"title; main scenario; extensions; postconditions; solution hints; dependencies","Solution Proposal","Business",TRUE,TRUE,0.751746008172631,6,5,0,1,1,TRUE,TRUE,TRUE,0,1,1,0,7,2,5
"1221","req797","uc2",3,"description",TRUE,"title; main scenario; extensions; postconditions; solution hints; dependencies","default","User",TRUE,TRUE,0.585989435669035,7,6,1,2,1,TRUE,TRUE,TRUE,1,1,1,0,5,1,4
"1222","req797","uc3",3,"description",TRUE,"title; main scenario; extensions; postconditions; solution hints; dependencies","Business Requirements","User",FALSE,FALSE,0.442304272204638,6,5,1,0,0,TRUE,TRUE,TRUE,0,1,0,0,9,2,5
"1223","req797","uc4",3,"description",TRUE,"title; main scenario; extensions; postconditions; solution hints; dependencies","Business Requirements","Business",TRUE,TRUE,0.803782843984663,7,6,1,1,0,TRUE,TRUE,TRUE,0,1,1,0,8,4,4
"1224","req798","uc1",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1225","req798","uc2",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1226","req799","uc1",2,"description",TRUE,"title; main scenario; extensions; postconditions; limitations; preconditions; additional information; assumptions","Business Background","Business",FALSE,TRUE,0.483236960833892,5,4,0,1,0,TRUE,TRUE,TRUE,0,2,1,1,7,6,6
"1227","req799","uc2",2,"description",TRUE,"title; main scenario; extensions; postconditions; limitations; preconditions; additional information; assumptions","Business Background","(no level)",TRUE,TRUE,0.161976055474952,6,5,1,1,0,TRUE,TRUE,TRUE,0,0,0,0,8,2,5
"1228","req799","uc3",2,"description",TRUE,"title; main scenario; extensions; postconditions; limitations; preconditions; additional information; assumptions","Solution Proposal","User",TRUE,TRUE,0.148365712026134,8,8,4,0,1,TRUE,TRUE,TRUE,3,2,0,0,10,2,6
"1229","req799","uc4",2,"description",TRUE,"title; main scenario; extensions; postconditions; limitations; preconditions; additional information; assumptions","Solution Proposal","System",TRUE,TRUE,0.159804745577276,7,7,5,1,0,TRUE,TRUE,TRUE,2,0,0,0,8,4,3
"1230","req8","uc1",1,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1231","req8","uc2",1,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1232","req8","uc3",1,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1233","req8","uc4",1,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1234","req800","uc1",2,"description",TRUE,"title; main scenario; postconditions; revision history; additional information; limitations","Solution Proposal","User",TRUE,TRUE,0.902926339302212,5,3,2,0,0,TRUE,TRUE,TRUE,0,1,1,0,8,4,4
"1235","req801","uc1",2,"description",FALSE,"title; main scenario; limitations; postconditions; dependencies; extensions; preconditions; additional information; assumptions; level",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1236","req801","uc2",2,"description",FALSE,"title; main scenario; limitations; postconditions; dependencies; extensions; preconditions; additional information; assumptions; level",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1237","req801","uc3",2,"description",FALSE,"title; main scenario; limitations; postconditions; dependencies; extensions; preconditions; additional information; assumptions; level",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1238","req802","uc1",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1239","req802","uc2",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1240","req803","uc1",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1241","req804","uc1",1,"description",TRUE,"title; main scenario; additional information; dependencies; solution hints; preconditions","default","System",FALSE,TRUE,0.157420661998913,9,6,2,1,0,TRUE,TRUE,TRUE,1,0,0,0,14,3,10
"1242","req805","uc1",1,"description",TRUE,"title; main scenario; additional information; revision history","Solution Proposal","(no level)",TRUE,TRUE,0.0671651719603688,5,3,1,2,0,TRUE,TRUE,TRUE,0,1,0,0,9,2,4
"1243","req805","uc2",1,"description",TRUE,"title; main scenario; additional information; revision history","Solution Proposal","User",TRUE,TRUE,0.274181188549846,6,4,1,2,0,TRUE,TRUE,TRUE,1,2,1,0,5,1,2
"1244","req806","uc1",3,"description",TRUE,"title; main scenario; postconditions; revision history; limitations","default","System",TRUE,TRUE,0.893848431296647,7,5,1,1,0,TRUE,TRUE,TRUE,0,0,0,0,10,2,7
"1245","req806","uc2",3,"description",TRUE,"title; main scenario; postconditions; revision history; limitations","Business Requirements","User",TRUE,TRUE,0.346659003058448,8,8,2,3,1,TRUE,TRUE,TRUE,1,0,0,0,6,1,2
"1246","req807","uc1",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1247","req809","uc1",2,"description",TRUE,"title; main scenario; level; postconditions; extensions; assumptions; dependencies","Solution Proposal","(no level)",TRUE,TRUE,0.655963537516072,11,9,4,1,2,TRUE,TRUE,TRUE,2,0,0,0,12,4,7
"1248","req81","uc1",2,"description",TRUE,"title; main scenario; revision history; actor; postconditions; preconditions; additional information","Solution Proposal","Business",TRUE,TRUE,0.892167946556583,7,4,3,0,0,TRUE,TRUE,TRUE,0,0,0,0,9,2,5
"1249","req81","uc2",2,"description",TRUE,"title; main scenario; revision history; actor; postconditions; preconditions; additional information","default","Business",TRUE,TRUE,0.939630614127964,7,4,0,0,0,TRUE,TRUE,TRUE,4,1,1,0,7,4,5
"1250","req810","uc1",2,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1251","req810","uc2",2,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1252","req811","uc1",3,"description",TRUE,"title; main scenario; actor; extensions; postconditions; dependencies; limitations; additional information","Business Requirements","User",TRUE,TRUE,0.0632752827368677,8,8,2,3,0,TRUE,TRUE,TRUE,2,2,2,2,10,8,6
"1253","req812","uc1",2,"description",FALSE,"title; main scenario; extensions; additional information; level; actor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1254","req813","uc1",3,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1255","req813","uc2",3,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1256","req814","uc1",2,"description",TRUE,"title; main scenario; additional information; preconditions; solution hints; limitations; postconditions","Business Requirements","User",TRUE,FALSE,0.377654337091371,6,6,0,0,1,TRUE,TRUE,TRUE,1,1,0,0,6,0,5
"1257","req814","uc2",2,"description",TRUE,"title; main scenario; additional information; preconditions; solution hints; limitations; postconditions","Business Requirements","(no level)",TRUE,FALSE,0.878958000568673,4,4,0,1,1,TRUE,TRUE,TRUE,0,0,0,0,6,1,6
"1258","req816","uc1",2,"description",TRUE,"title; main scenario; postconditions; dependencies; solution hints; limitations","Business Requirements","User",TRUE,FALSE,0.289381871698424,7,5,0,0,0,TRUE,TRUE,TRUE,1,0,0,0,7,0,4
"1259","req816","uc2",2,"description",TRUE,"title; main scenario; postconditions; dependencies; solution hints; limitations","Solution Proposal","System",TRUE,TRUE,0.88081751181744,8,7,2,1,2,TRUE,TRUE,TRUE,0,1,0,0,11,1,5
"1260","req816","uc3",2,"description",TRUE,"title; main scenario; postconditions; dependencies; solution hints; limitations","Business Background","Business",TRUE,TRUE,0.0801715187262744,10,10,0,2,1,TRUE,TRUE,TRUE,2,1,1,0,11,6,7
"1261","req816","uc4",2,"description",TRUE,"title; main scenario; postconditions; dependencies; solution hints; limitations","Business Requirements","Business",TRUE,TRUE,0.0579457774292678,7,5,0,3,0,TRUE,TRUE,TRUE,1,0,0,0,7,2,5
"1262","req817","uc1",1,"description",FALSE,"title; main scenario; level; revision history; assumptions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1263","req818","uc1",3,"description",TRUE,"title; main scenario; preconditions; limitations; level; assumptions; dependencies","default","Business",TRUE,TRUE,0.876031434861943,6,4,0,4,0,TRUE,TRUE,TRUE,1,1,1,0,6,4,2
"1264","req819","uc1",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1265","req819","uc2",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1266","req82","uc1",2,"description",TRUE,"title; main scenario; postconditions; dependencies; extensions; limitations; assumptions; additional information; solution hints; actor","Business Requirements","(no level)",TRUE,TRUE,0.602612813934684,8,4,0,1,0,TRUE,TRUE,TRUE,0,1,1,0,13,4,6
"1267","req82","uc2",2,"description",TRUE,"title; main scenario; postconditions; dependencies; extensions; limitations; assumptions; additional information; solution hints; actor","default","System",TRUE,TRUE,0.88454795232974,7,5,0,1,0,TRUE,TRUE,TRUE,0,0,0,0,9,3,4
"1268","req82","uc3",2,"description",TRUE,"title; main scenario; postconditions; dependencies; extensions; limitations; assumptions; additional information; solution hints; actor","Business Background","User",TRUE,TRUE,0.288256876869127,6,4,1,1,0,TRUE,TRUE,FALSE,2,0,0,0,6,2,4
"1269","req82","uc4",2,"description",TRUE,"title; main scenario; postconditions; dependencies; extensions; limitations; assumptions; additional information; solution hints; actor","Solution Proposal","User",TRUE,TRUE,0.406567403813824,5,5,1,1,3,TRUE,TRUE,TRUE,0,1,0,0,3,1,3
"1270","req820","uc1",2,"description",TRUE,"title; main scenario; extensions; limitations; actor; dependencies","Business Requirements","System",TRUE,TRUE,0.414846375817433,5,4,0,1,0,TRUE,TRUE,TRUE,0,0,0,0,6,1,5
"1271","req820","uc2",2,"description",TRUE,"title; main scenario; extensions; limitations; actor; dependencies","Solution Proposal","Business",FALSE,TRUE,0.312128979945555,9,7,4,1,3,TRUE,TRUE,TRUE,2,1,1,0,8,6,5
"1272","req821","uc1",2,"description",TRUE,"title; main scenario; additional information; extensions; level; dependencies; preconditions; limitations; revision history","Solution Proposal","System",TRUE,TRUE,0.720604343572631,7,5,2,0,0,TRUE,TRUE,TRUE,1,0,0,0,7,1,1
"1273","req821","uc2",2,"description",TRUE,"title; main scenario; additional information; extensions; level; dependencies; preconditions; limitations; revision history","Business Requirements","Business",TRUE,TRUE,0.0379110614303499,7,6,0,0,0,TRUE,TRUE,TRUE,0,0,0,0,7,3,3
"1274","req821","uc3",2,"description",TRUE,"title; main scenario; additional information; extensions; level; dependencies; preconditions; limitations; revision history","default","(no level)",TRUE,TRUE,0.685424380470067,7,6,1,0,1,TRUE,TRUE,TRUE,1,1,1,0,9,5,5
"1275","req821","uc4",2,"description",TRUE,"title; main scenario; additional information; extensions; level; dependencies; preconditions; limitations; revision history","default","Business",TRUE,FALSE,0.743482335004956,5,5,1,1,0,TRUE,FALSE,TRUE,1,0,0,0,5,4,3
